"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU28","HUR","MEN","PC_LF","A","2014",10.11205,
"EU28","HUR","MEN","PC_LF","A","2015",9.298331,
"EU28","HUR","MEN","PC_LF","A","2016",8.356847,
"EU28","HUR","MEN","PC_LF","A","2017",7.411187,
"EU28","HUR","MEN","PC_LF","A","2018",6.606925,
"JPN","HUR","MEN","PC_LF","A","2005",4.566667,
"JPN","HUR","MEN","PC_LF","A","2006",4.325,
"JPN","HUR","MEN","PC_LF","A","2007",3.941667,
"JPN","HUR","MEN","PC_LF","A","2008",4.066667,
"JPN","HUR","MEN","PC_LF","A","2009",5.275,
"JPN","HUR","MEN","PC_LF","A","2010",5.4,
"JPN","HUR","MEN","PC_LF","A","2011",4.875,
"JPN","HUR","MEN","PC_LF","A","2012",4.558333,
"JPN","HUR","MEN","PC_LF","A","2013",4.316667,
"JPN","HUR","MEN","PC_LF","A","2014",3.75,
"JPN","HUR","MEN","PC_LF","A","2015",3.566667,
"JPN","HUR","MEN","PC_LF","A","2016",3.341667,
"JPN","HUR","MEN","PC_LF","A","2017",2.958333,
"JPN","HUR","MEN","PC_LF","A","2018",2.583333,
"TUR","HUR","MEN","PC_LF","A","2006",8.609079,
"TUR","HUR","MEN","PC_LF","A","2007",8.786574,
"TUR","HUR","MEN","PC_LF","A","2008",9.623276,
"TUR","HUR","MEN","PC_LF","A","2009",12.55167,
"TUR","HUR","MEN","PC_LF","A","2010",10.38585,
"TUR","HUR","MEN","PC_LF","A","2011",8.282977,
"TUR","HUR","MEN","PC_LF","A","2012",7.643431,
"TUR","HUR","MEN","PC_LF","A","2013",7.938292,"B"
"TUR","HUR","MEN","PC_LF","A","2014",9.034254,
"TUR","HUR","MEN","PC_LF","A","2015",9.184346,
"TUR","HUR","MEN","PC_LF","A","2016",9.554513,
"TUR","HUR","MEN","PC_LF","A","2017",9.381036,
"TUR","HUR","MEN","PC_LF","A","2018",9.510017,
"DEU","HUR","MEN","PC_LF","A","2005",11.39627,
"DEU","HUR","MEN","PC_LF","A","2006",10.31725,
"DEU","HUR","MEN","PC_LF","A","2007",8.548457,
"DEU","HUR","MEN","PC_LF","A","2008",7.424746,
"DEU","HUR","MEN","PC_LF","A","2009",8.104537,"B"
"DEU","HUR","MEN","PC_LF","A","2010",7.367621,"B"
"DEU","HUR","MEN","PC_LF","A","2011",6.037162,
"DEU","HUR","MEN","PC_LF","A","2012",5.55437,
"DEU","HUR","MEN","PC_LF","A","2013",5.505188,
"DEU","HUR","MEN","PC_LF","A","2014",5.285421,
"DEU","HUR","MEN","PC_LF","A","2015",4.975602,
"DEU","HUR","MEN","PC_LF","A","2016",4.452025,
"DEU","HUR","MEN","PC_LF","A","2017",4.118648,
"DEU","HUR","MEN","PC_LF","A","2018",3.792969,
"CHL","HUR","MEN","PC_LF","A","2005",8.4725,
"CHL","HUR","MEN","PC_LF","A","2006",6.8525,
"CHL","HUR","MEN","PC_LF","A","2007",6.2875,
"CHL","HUR","MEN","PC_LF","A","2008",6.78,
"CHL","HUR","MEN","PC_LF","A","2009",9.075,
"CHL","HUR","MEN","PC_LF","A","2010",7.2,
"CHL","HUR","MEN","PC_LF","A","2011",6.05,
"CHL","HUR","MEN","PC_LF","A","2012",5.523956,
"CHL","HUR","MEN","PC_LF","A","2013",5.401966,
"CHL","HUR","MEN","PC_LF","A","2014",6.086595,
"CHL","HUR","MEN","PC_LF","A","2015",5.835053,
"CHL","HUR","MEN","PC_LF","A","2016",6.29786,
"CHL","HUR","MEN","PC_LF","A","2017",6.541276,
"CHL","HUR","MEN","PC_LF","A","2018",6.72988,
"MEX","HUR","MEN","PC_LF","A","2005",3.359733,
"MEX","HUR","MEN","PC_LF","A","2006",3.376423,
"MEX","HUR","MEN","PC_LF","A","2007",3.423312,
"MEX","HUR","MEN","PC_LF","A","2008",3.804234,
"MEX","HUR","MEN","PC_LF","A","2009",5.378036,
"MEX","HUR","MEN","PC_LF","A","2010",5.400202,
"MEX","HUR","MEN","PC_LF","A","2011",5.21859,
"MEX","HUR","MEN","PC_LF","A","2012",4.92588,
"MEX","HUR","MEN","PC_LF","A","2013",4.915288,
"MEX","HUR","MEN","PC_LF","A","2014",4.804971,
"MEX","HUR","MEN","PC_LF","A","2015",4.250906,
"MEX","HUR","MEN","PC_LF","A","2016",3.849379,
"MEX","HUR","MEN","PC_LF","A","2017",3.323648,
"MEX","HUR","MEN","PC_LF","A","2018",3.210789,
"ISL","HUR","MEN","PC_LF","A","2005",2.593512,
"ISL","HUR","MEN","PC_LF","A","2006",2.605659,
"ISL","HUR","MEN","PC_LF","A","2007",2.239369,"B"
"ISL","HUR","MEN","PC_LF","A","2008",3.266204,
"ISL","HUR","MEN","PC_LF","A","2009",8.554098,
"ISL","HUR","MEN","PC_LF","A","2010",8.315207,
"ISL","HUR","MEN","PC_LF","A","2011",7.777562,
"ISL","HUR","MEN","PC_LF","A","2012",6.295977,
"ISL","HUR","MEN","PC_LF","A","2013",5.62856,
"ISL","HUR","MEN","PC_LF","A","2014",5.004336,
"ISL","HUR","MEN","PC_LF","A","2015",3.926098,
"ISL","HUR","MEN","PC_LF","A","2016",2.93304,
"ISL","HUR","MEN","PC_LF","A","2017",2.76151,
"ISL","HUR","MEN","PC_LF","A","2018",2.844495,
"ESP","HUR","MEN","PC_LF","A","2005",7.135448,
"ESP","HUR","MEN","PC_LF","A","2006",6.351379,
"ESP","HUR","MEN","PC_LF","A","2007",6.408844,
"ESP","HUR","MEN","PC_LF","A","2008",10.05166,
"ESP","HUR","MEN","PC_LF","A","2009",17.64725,
"ESP","HUR","MEN","PC_LF","A","2010",19.56743,
"ESP","HUR","MEN","PC_LF","A","2011",21.04427,
"ESP","HUR","MEN","PC_LF","A","2012",24.58175,
"ESP","HUR","MEN","PC_LF","A","2013",25.59851,
"ESP","HUR","MEN","PC_LF","A","2014",23.60188,
"ESP","HUR","MEN","PC_LF","A","2015",20.77279,
"ESP","HUR","MEN","PC_LF","A","2016",18.11833,
"ESP","HUR","MEN","PC_LF","A","2017",15.65924,
"ESP","HUR","MEN","PC_LF","A","2018",13.72227,
"AUT","HUR","MEN","PC_LF","A","2005",5.437939,
"AUT","HUR","MEN","PC_LF","A","2006",4.948683,"B"
"AUT","HUR","MEN","PC_LF","A","2007",4.489506,
"AUT","HUR","MEN","PC_LF","A","2008",3.890318,
"AUT","HUR","MEN","PC_LF","A","2009",5.484337,
"AUT","HUR","MEN","PC_LF","A","2010",4.989801,
"AUT","HUR","MEN","PC_LF","A","2011",4.55039,
"AUT","HUR","MEN","PC_LF","A","2012",4.929703,
"AUT","HUR","MEN","PC_LF","A","2013",5.373562,
"AUT","HUR","MEN","PC_LF","A","2014",5.830175,
"AUT","HUR","MEN","PC_LF","A","2015",6.087906,
"AUT","HUR","MEN","PC_LF","A","2016",6.42944,
"AUT","HUR","MEN","PC_LF","A","2017",5.914127,
"AUT","HUR","MEN","PC_LF","A","2018",5.024486,
"EU27_2020","HUR","MEN","PC_LF","A","2005",8.773868,
"EU27_2020","HUR","MEN","PC_LF","A","2006",7.840562,
"EU27_2020","HUR","MEN","PC_LF","A","2007",6.736807,
"EU27_2020","HUR","MEN","PC_LF","A","2008",6.650375,
"EU27_2020","HUR","MEN","PC_LF","A","2009",9.010238,
"EU27_2020","HUR","MEN","PC_LF","A","2010",9.707953,
"EU27_2020","HUR","MEN","PC_LF","A","2011",9.660317,
"EU27_2020","HUR","MEN","PC_LF","A","2012",10.68548,
"EU27_2020","HUR","MEN","PC_LF","A","2013",11.21391,
"EU27_2020","HUR","MEN","PC_LF","A","2014",10.68555,
"EU27_2020","HUR","MEN","PC_LF","A","2015",9.890014,
"EU27_2020","HUR","MEN","PC_LF","A","2016",8.887952,
"EU27_2020","HUR","MEN","PC_LF","A","2017",7.870511,
"EU27_2020","HUR","MEN","PC_LF","A","2018",7.003864,
